sample_number,sample_code,plant_part,harvest_year,nitrogen_ppm,phosphorus_ppm,potassium_ppm,irrigation_levels,crop_rotation,field_or_greenhouse,species,harvest_year_desc,irrigation_desc,crop_rotation_desc,environment,total_fat_g_100_g_dw,crude_protein_g_100_g_dw,ash_g_100_g_dw,fiber_g_100_g_dw,carbohydrates_g_100_g_dw,energy_kcal_100_g_dw,oxalic_acid_mg_100_g_dw,quinic_acid_mg_100_g_dw,malic_acid_mg_100_g_dw,shikinic_acid_mg_100_g_dw,succinic_acid_mg_100_g_dw,citric_acid_mg_100_g_dw,total_acids_mg_100_g_dw,c6:0,c8:0,c10:0,c11:0,c12:0,c13:0,c14:0,c14:1,c15:0,c15:1,c16:0,c16:1,c17:0,c17:1,c18:0,c18:1n9c,c18:2n6c,c18:3n6,c18:3n3,c20:0,c20:2,c21:0,c22:0,c20:3n3,c20:5n3,c22:2,c23:0,c24:0,sfa,mufa,pufa,α-tocopherol_mg_100_g_dw,β-tocopherol_mg_100_g_dw,γ-tocopherol_mg_100_g_dw,total_tocopherols_mg_100_g_dw,fructose_g_100_g_dw,glucose_g_100_g_dw,saccharose_g_100_g_dw,trehalose_g_100_g_dw,raffinose_g_100_g_dw,total_free_sugars_g_100_g_dw,isocitric_acid_mg_g_of_extract,citric_acid_mg_g_of_extract,hydroxytyrosol_hexoside_mg_g_of_extract,cis-o-caffeoylqunic_acid_mg_g_of_extract,3-o-p-coumaroylquinic_acid_mg_g_of_extract,oleraceic_c_mg_g_of_extract,trans-o-caffeoylqunic_acid_mg_g_of_extract,4-o-p-coumaroylquinic_acid_mg_g_of_extract,giag_mg_g_of_extract,"apigenin-6,8-dihexoside_mg_g_of_extract",cis_5-o-caffeoylquinic_acid_mg_g_of_extract,trans_5-o-caffeoylquinic_acid_mg_g_of_extract,cis-5-o-p-coumaroylquinic_acid_mg_g_of_extract,trans-5-o-p-coumaroylquinic_acid_mg_g_of_extract,5-o-feruloylquinic_acid_mg_g_of_extract,chicoric_acid_mg_g_of_extract,oleracein_a_mg_g_of_extract,quercetin-o-deoxyhexosylhexoside_mg_g_of_extract,quercetin-o-deoxyhexosylhexoside_mg_g_of_extract_.1,oleracein_c_mg_g_of_extract,luteolin-o-deoxyhexosylhexoside_mg_g_of_extract,quercetin-o-hexurunoside_mg_g_of_extract,luteolin-o-hexurunoside_mg_g_of_extract,luteolin-o-deoxyhexosylhexoside_mg_g_of_extract_.1,quercetin-o-acetylhexoside_mg_g_of_extract,kaempherol-o-deoxyhexosyl-hexoside_mg_g_of_extract,isorhamnetin-o-deoxyhexosylhexoside_mg_g_of_extract,kaempherol-o-hexurunoside_mg_g_of_extract,apigenin-o-hexurunoside_mg_g_of_extract,isorhamnetin-o-hexurunoside_mg_g_of_extract,diosmetin-o-deoxyhexosylhexoside_mg_g_of_extract,kaempherol-o-acetylhexoside_mg_g_of_extract,isorhamnetin-o-acetylhexoside_mg_g_of_extract,total_phenolic_acids_mg_g_of_extract,total_flavonoids_mg_g_of_extract,total_phenolic_compounds_mg_g_of_extract,tbars_ug_ml,oxhlia_ug_ml,experimental_code
9,SHI1_1,leaves,1,,,,1,0,0,Scolymus_hispanicus,2021,Deficit Irrigation,not applied,Field,2.388079339495455,21.19616141732284,20.3681942812376,45.31499987258436,10.73256508935975,239.8376198273582,6.202958436724566,6.118780839906885,,0.00174287841191067,,,12.32349475780046,,,,,,0.724,0.901,0.282,0.143,0.189,19.612,2.33,0.42,,1.746,1.6,14.233,,0.362,,,,56.178,,,0.507,0.249,0.524,80.49699999999999,4.401,15.102,0.048,,,0.048,5.389,11.138,15.904,,15.184,47.615,,,,,,,,,,,,,,,,,,,,,,2.126520741406211,,,,1.193082164981211,,3.693507055126109,,0.683574525255754,,,,,7.696684486769286,7.696684486769286,201.064,204.5112781954887,SH_L_IR-Deficit_21_F
9,SHI1_1,leaves,1,,,,1,0,0,Scolymus_hispanicus,2021,Deficit Irrigation,not applied,Field,2.437161735896652,21.09857763729751,20.45904234269897,41.65307500534703,14.35214327875983,247.0434892979933,6.205900124069479,5.813246480368826,,0.001828585607940446,,,12.02098763162331,,,,,,0.682,0.918,0.283,0.144,0.177,20.114,2.182,0.401,,1.843,1.491,13.441,,0.376,,,,56.676,,,0.526,0.251,0.494,81.52300000000001,4.133,14.343,0.05,,,0.05,5.487,11.734,16.743,,15.77,49.734,,,,,,,,,,,,,,,,,,,,,,2.144064450477721,,,,1.182952428936792,,3.639277562912629,,0.6825839028386047,,,,,7.648878345165746,7.648878345165746,202.46,197.5,SH_L_IR-Deficit_21_F
9,SHI1_1,leaves,1,,,,1,0,0,Scolymus_hispanicus,2021,Deficit Irrigation,not applied,Field,2.412620537696053,21.14736952731018,20.41361831196829,43.4840374389657,12.54235418405979,243.4405545626757,6.2,5.97,,0.001786,,,12.17,,,,,,0.7030000000000001,0.9095,0.2825,0.1435,0.183,19.863,2.256,0.4105,,1.7945,1.5455,13.837,,0.369,,,,56.427,,,0.5165,0.25,0.509,81.00999999999999,4.266999999999999,14.7225,0.049,,,0.049,5.44,11.44,16.32,,15.48,48.67,,,,,,,,,,,,,,,,,,,,,,2.135292595941966,,,,1.188017296959001,,3.666392309019369,,0.6830792140471793,,,,,7.672781415967516,7.672781415967516,200.4652,209.1733870967742,SH_L_IR-Deficit_21_F
10,SHI2_1,leaves,1,,,,2,0,0,Scolymus_hispanicus,2021,Full Irrigation,not applied,Field,2.308591466978417,18.43167060212515,19.70774091627069,43.36402609698445,16.18797091764129,245.9839414758404,5.294181002928258,4.542328093640966,,0.006419033674963397,,,9.842980035970557,,,,,,0.552,0.984,0.202,0.111,0.15,19.743,2.396,0.508,,2.016,1.706,13.816,,0.401,,,,56.236,,,0.504,0.229,0.445,80.82399999999998,4.454,14.721,0.02,,,0.02,7.64,9.037,8.849,,14.573,40.1,,,,,,,,,,,,,,,,,,,,,,0.8367090161581954,,,,0.5595881017708004,,2.118462522744884,,1.037738776798783,,,,,4.552498417472663,4.552498417472663,432.256,232.2946175637394,SH_L_IR-Full_21_F
10,SHI2_1,leaves,1,,,,2,0,0,Scolymus_hispanicus,2021,Full Irrigation,not applied,Field,2.237442922374545,18.2954209384858,19.49541284403608,41.80541640783292,18.16630688727065,249.5947304200626,5.294284102000977,4.655728536006632,,0.006925817471937531,,,9.956990337318926,,,,,,0.567,1.018,0.2,0.112,0.145,18.945,2.38,0.522,,1.887,1.807,14.538,,0.407,,,,56.284,,,0.497,0.243,0.447,80.02499999999999,4.532,15.442,0.021,,,0.021,7.671,9.415,8.352,,14.56,39.998,,,,,,,,,,,,,,,,,,,,,,0.8339659007548145,,,,0.5613028091725741,,2.123952228281147,,1.043034025772752,,,,,4.562254963981287,4.562254963981287,433.246,222.7767695099818,SH_L_IR-Full_21_F
10,SHI2_1,leaves,1,,,,2,0,0,Scolymus_hispanicus,2021,Full Irrigation,not applied,Field,2.273017194676481,18.36354577030548,19.60157688015339,42.58472125240868,17.17713890245597,247.7893359479515,5.29,4.6,,0.006672,,,9.9,,,,,,0.5595,1.001,0.201,0.1115,0.1475,19.344,2.388,0.515,,1.9515,1.7565,14.177,,0.404,,,,56.26,,,0.5005,0.236,0.446,80.4245,4.493,15.0815,0.021,,,0.021,7.66,9.23,8.6,,14.57,40.05,,,,,,,,,,,,,,,,,,,,,,0.835337458456505,,,,0.5604454554716873,,2.121207375513015,,1.040386401285768,,,,,4.557376690726976,4.557376690726976,432.2635,213.9756944444444,SH_L_IR-Full_21_F
11,SHI3_2,leaves,2,,,,4,0,1,Scolymus_hispanicus,2022,Low Irrigation,not applied,Greenhouse,4.449581960982893,24.93053295362083,20.76892588188893,40.56417193261172,9.286787270895616,258.0438624121352,13.34920067785362,3.892150022810211,1.624247248780739,,,1.943988499936348,20.80961823629155,,,,,,,,,,,19.26,2.521,,,1.863,1.238,16.443,,57.985,0.688,0.688,0.688,,0.688,,,,,21.811,3.759,74.428,0.03,,,0.03,1.236,1.547,0.922,,,3.705,,,,,,,,,,,,,,,,,,,,,,0.5081832847480466,,,,0.4899934481613441,,0.6646842585037919,,0.4440901272784176,,,,,2.1069511186916,2.1069511186916,328.1526548672567,113.79,SH_L_IR-Low_22_G
11,SHI3_2,leaves,2,,,,4,0,1,Scolymus_hispanicus,2022,Low Irrigation,not applied,Greenhouse,4.672038234122616,24.20356308411215,20.11263073210004,40.62259202938066,10.38917592028453,261.6644841834516,13.41437891069397,3.987971113117058,1.714770983115363,,,2.012519637014815,21.1296742742766,,,,,,,,,,,18.6,2.62,,,1.9,1.312,17.513,,57.357,0.7,0.7,0.7,,0.7,,,,,21.2,3.932,74.87,0.02,,,0.02,1.277,1.449,0.954,,,3.68,,,,,,,,,,,,,,,,,,,,,,0.506684966441302,,,,0.4881242088661656,,0.6615941140052726,,0.4438920523764424,,,,,2.100295341689183,2.100295341689183,346.1014851485149,117.21,SH_L_IR-Low_22_G
11,SHI3_2,leaves,2,,,,4,0,1,Scolymus_hispanicus,2022,Low Irrigation,not applied,Greenhouse,4.560810097552755,24.56704801886649,20.44077830699449,40.59338198099618,9.837981595590072,259.8541732977934,13.38,3.94,1.67,,,1.978254,20.9696,,,,,,,,,,,18.93,2.5705,,,1.8815,1.275,16.978,,57.671,0.694,0.694,0.694,,0.694,,,,,21.5055,3.8455,74.649,0.025,,,0.025,1.26,1.5,0.94,,,3.69,,,,,,,,,,,,,,,,,,,,,,0.5074341255946744,,,,0.4890588285137549,,0.6631391862545322,,0.44399108982743,,,,,2.103623230190391,2.103623230190391,354.5072115384615,110.18,SH_L_IR-Low_22_G
12,SHI4_2,leaves,2,,,,5,0,1,Scolymus_hispanicus,2022,Medium Irrigation,not applied,Greenhouse,3.857243544563453,24.7823259372609,19.70114038537179,44.6034571822152,7.055832950588638,251.2747418168996,11.20463535741373,2.520772267065808,1.160277906641331,,,1.462679638990611,16.34838709680638,,,,,,,,,,,17.14,2.404,,,1.934,1.264,17.268,,59.274,0.717,0.717,0.717,,0.717,,,,,19.791,3.668,76.542,0.063191,,,0.063191,1.505,1.902,0.835,,,4.241,,,,,,,,,,,,,,,,,,,,,,0.6104720414552574,,,,0.5743614731369469,,0.9346396876933065,,0.4987316412039171,,,,,2.618204843489428,2.618204843489428,708.2203389830511,622.45,SH_L_IR-Med_22_G
12,SHI4_2,leaves,2,,,,5,0,1,Scolymus_hispanicus,2022,Medium Irrigation,not applied,Greenhouse,3.68521558511171,25.647021484375,18.58407079646045,43.63170347818422,8.451988655868618,256.8263877833483,11.61940593003413,2.58921590299927,1.235714351920184,,,1.506735369969626,16.95109421898801,,,,,,,,,,,16.97,2.307,,,2.04,1.31,18.21,,58.46,0.699,0.699,0.699,,0.699,,,,,19.709,3.617,76.67,0.067141,,,0.067141,1.56,2.021,0.848,,,4.428,,,,,,,,,,,,,,,,,,,,,,0.6081929549022637,,,,0.5743261566626222,,0.9304378088703062,,0.4990469885889348,,,,,2.612003909024127,2.612003909024127,744.0151515151518,652.03,SH_L_IR-Med_22_G
12,SHI4_2,leaves,2,,,,5,0,1,Scolymus_hispanicus,2022,Medium Irrigation,not applied,Greenhouse,3.771229564837581,25.21467371081795,19.14260559091612,44.11758033019971,7.753910803228628,254.050564800124,11.41,2.55,1.2,,,1.484708,16.65,,,,,,,,,,,17.055,2.3555,,,1.987,1.287,17.739,,58.867,0.708,0.708,0.708,,0.708,,,,,19.75,3.6425,76.60600000000001,0.065,,,0.065,1.53,1.96,0.84,,,4.33,,,,,,,,,,,,,,,,,,,,,,0.6093324981787605,,,,0.5743438148997846,,0.9325387482818064,,0.498889314896426,,,,,2.615104376256777,2.615104376256777,725.0000000000002,594.17,SH_L_IR-Med_22_G
13,SHI5_2,leaves,2,,,,2,0,1,Scolymus_hispanicus,2022,Full Irrigation,not applied,Greenhouse,4.994143675169218,23.86263629283489,20.19779383795872,46.05738426943661,4.888041924600557,252.064774485138,15.42629882442169,4.04629193529596,2.022053799314242,,,2.173753822235569,23.66843268002868,,,,,,,,,,,17.252,2.358,,,1.974,1.198,16.46,,60.061,0.697,0.697,0.697,,0.697,,,,,19.923,3.556,76.521,0.031841,,,0.031841,1.263,1.912,0.833,,,4.008,,,,,,,,,,,,,,,,,,,,,,0.5343521067228841,,,,0.5048633637120277,,0.772467836242052,,0.4261349101032423,,,,,2.237818216780206,2.237818216780206,540.7608695652174,329.79,SH_L_IR-Full_22_G
13,SHI5_2,leaves,2,,,,2,0,1,Scolymus_hispanicus,2022,Full Irrigation,not applied,Greenhouse,4.709279171644753,24.57152165196472,20.67152103559939,46.32986238553053,3.717815755260602,248.2005869447651,15.48555176336746,4.203712297942923,2.127664822704636,,,2.124803010036664,23.94176656676478,,,,,,,,,,,17.8,2.41,,,2.01,1.17,17.01,,58.99,0.61,0.61,0.61,,0.61,,,,,20.42,3.58,76.0,0.034627,,,0.034627,1.302,1.854,0.792,,,3.948,,,,,,,,,,,,,,,,,,,,,,0.5392727194454084,,,,0.5006423984992421,,0.783734813044488,,0.4263368137072008,,,,,2.24998674469634,2.24998674469634,562.5,343.72,SH_L_IR-Full_22_G
13,SHI5_2,leaves,2,,,,2,0,1,Scolymus_hispanicus,2022,Full Irrigation,not applied,Greenhouse,4.851711423406986,24.2170789723998,20.43465743677906,46.19362332748356,4.30292883993058,250.1326807149516,15.46,4.13,2.07,,,2.149278,23.81,,,,,,,,,,,17.526,2.384,,,1.992,1.184,16.735,,59.5255,0.6535,0.6535,0.6535,,0.6535,,,,,20.1715,3.568000000000001,76.26050000000001,0.033234,,,0.033234,1.28,1.88,0.81,,,3.98,,,,,,,,,,,,,,,,,,,,,,0.5368124130841463,,,,0.5027528811056349,,0.77810132464327,,0.4262358619052216,,,,,2.243902480738273,2.243902480738273,602.5,303.53,SH_L_IR-Full_22_G
14,SHFC_1,leaves,1,0.0,0.0,0.0,0,0,1,Scolymus_hispanicus,2021,not applied,not applied,Greenhouse,3.807727934365664,20.66101072279587,17.61658031088083,40.51975865112124,17.39492238083641,267.5328011260625,6.119048357483128,3.061023124588829,3.093399186491145,,4.190632834090151,2.197972284180938,18.58799972049393,,,,,,,1.444,,0.245,,17.657,2.597,0.378,,2.299,1.71,11.867,,58.446,0.974,0.974,0.974,,0.974,1.215,1.168,,,22.997,4.307,72.69600000000001,0.18,,,0.18,1.46,0.966,0.299,1.11,,3.835,,,,,,,,,,,,,,,,,,,,,,0.6443900159725228,,,,0.8812550496190784,,1.415133315215131,,0.5200085573362025,,,,,3.460786938142935,3.460786938142935,1069.833333333334,221.08,SH_L_NPK-Ctrl_21_G
14,SHFC_1,leaves,1,0.0,0.0,0.0,0,0,1,Scolymus_hispanicus,2021,not applied,not applied,Greenhouse,3.543151227236685,21.7609,16.54045436428966,38.73471999105647,19.4207744174172,274.0844986969119,6.24310552302501,3.132672933225803,3.146045979186748,,4.210729816564728,2.218469829519329,18.87700315169938,,,,,,,1.525,,0.24,,17.559,2.499,0.381,,2.319,1.741,11.699,,58.508,0.998,0.998,0.998,,0.998,1.279,1.247,,,23.022,4.24,72.733,0.178,,,0.178,1.493,1.065,0.305,1.138,,4.002,,,,,,,,,,,,,,,,,,,,,,0.6335093981340204,,,,0.9032512137535896,,1.398817596952393,,0.5238492081388993,,,,,3.459427416978903,3.459427416978903,1085.376344086022,219.52,SH_L_NPK-Ctrl_21_G
14,SHFC_1,leaves,1,0.0,0.0,0.0,0,0,1,Scolymus_hispanicus,2021,not applied,not applied,Greenhouse,3.675439580801174,21.21095536139793,17.07851733758525,39.62723932108885,18.4078483991268,270.8086499114872,6.18,3.1,3.12,,4.2,2.21,18.73,,,,,,,1.4845,,0.2425,,17.608,2.548,0.3795,,2.309,1.7255,11.783,,58.477,0.986,0.986,0.986,,0.986,1.247,1.2075,,,23.0095,4.2735,72.7145,0.179,,,0.179,1.48,1.02,0.302,1.12,,3.92,,,,,,,,,,,,,,,,,,,,,,0.6389497070532716,,,,0.892253131686334,,1.406975456083762,,0.521928882737551,,,,,3.460107177560919,3.460107177560919,1052.121212121212,234.49,SH_L_NPK-Ctrl_21_G
15,SHF1_1,leaves,1,100.0,100.0,100.0,0,0,1,Scolymus_hispanicus,2021,not applied,not applied,Greenhouse,3.811440815531342,23.79947916666667,15.84197924980042,46.15578615230038,10.39131461570119,263.3777147738543,8.827175668289776,3.545131290313182,4.05670208711406,,5.998785730789605,1.94544670537576,24.3550377818592,,,,,,,1.386,,0.0,,16.584,1.886,0.0,,2.163,4.842,16.33,,56.81,0.0,0.0,0.0,,0.0,,,,,20.133,6.728,73.14,0.271,,,0.271,1.626,1.379,0.273,0.968,,4.247,,,,,,,,,,,,,,,,,,,,,,0.5900887334365708,,,,0.9874029965472448,,1.879374775545959,,0.4838932738033588,,,,,3.940759779333133,3.940759779333133,510.4381443298969,202.17,SH_L_NPK-N100-P100-K100_21_G
15,SHF1_1,leaves,1,100.0,100.0,100.0,0,0,1,Scolymus_hispanicus,2021,not applied,not applied,Greenhouse,3.62511052166229,23.33059864757359,15.44910179640805,47.78891530396716,9.806273730388895,260.7513148147449,8.858230025837226,3.509260105188161,4.069880788376133,,6.043056209763117,1.92263681673194,24.38566075820128,,,,,,,1.32,,0.0,,16.982,1.902,0.0,,2.2,5.01,15.98,,56.602,0.0,0.0,0.0,,0.0,,,,,20.502,6.912,72.582,0.261,,,0.261,1.782,1.315,0.264,1.027,,4.388,,,,,,,,,,,,,,,,,,,,,,0.5805198798585955,,,,0.9705520340309137,,1.882489135738075,,0.4886489886933811,,,,,3.922210038320965,3.922210038320965,501.15990990991,214.21,SH_L_NPK-N100-P100-K100_21_G
15,SHF1_1,leaves,1,100.0,100.0,100.0,0,0,1,Scolymus_hispanicus,2021,not applied,not applied,Greenhouse,3.718275668596816,23.56503890712013,15.64554052310424,46.97235072813377,10.09879417304505,262.0645147942996,8.84,3.53,4.06,,6.02,1.93,24.37,,,,,,,1.353,,0.0,,16.783,1.894,0.0,,2.1815,4.926,16.155,,56.706,0.0,0.0,0.0,,0.0,,,,,20.3175,6.82,72.861,0.266,,,0.266,1.7,1.35,0.27,0.9975,,4.3175,,,,,,,,,,,,,,,,,,,,,,0.5853043066475832,,,,0.9789775152890793,,1.880931955642017,,0.48627113124837,,,,,3.931484908827049,3.931484908827049,487.2836538461539,190.73,SH_L_NPK-N100-P100-K100_21_G
16,SHF2_1,leaves,1,200.0,100.0,100.0,0,0,1,Scolymus_hispanicus,2021,not applied,not applied,Greenhouse,6.130834976988667,22.18007719714964,15.91723040190973,45.79362135940405,9.978236064547914,275.3980105584963,7.389522424423229,3.921608282144698,3.451364472575809,,4.778967037738508,2.003337773116698,21.52308164605834,,,,,,,1.685,,0.0,,16.978,2.388,0.456,,2.021,0.71,11.802,,63.048,0.912,0.912,0.912,,0.912,,,,,22.052,3.098,74.85,1.236,,,1.236,1.579,1.717,0.435,1.057,,4.789,,,,,,,,,,,,,,,,,,,,,,0.642709693574348,,,,0.9298781375011947,,1.651505995307391,,0.5000029482183118,,,,,3.724096774601245,3.724096774601245,593.0357142857143,239.6,SH_L_NPK-N200-P100-K100_21_G
16,SHF2_1,leaves,1,200.0,100.0,100.0,0,0,1,Scolymus_hispanicus,2021,not applied,not applied,Greenhouse,6.111440036839695,21.17391950832673,15.55909271786759,46.115243762403,11.040303974563,276.0903417879222,7.731358144391407,3.958581321920998,3.496203247508263,,4.780829705854635,2.006931977740324,21.95312800079227,,,,,,,1.671,,0.0,,17.323,2.428,0.471,,2.071,0.631,11.54,,62.918,0.942,0.942,0.942,,0.942,,,,,22.478,3.059,74.458,1.252,,,1.252,1.47,1.726,0.427,1.026,,4.649,,,,,,,,,,,,,,,,,,,,,,0.638558211447576,,,,0.9621438420890353,,1.637249446863479,,0.5030912467906496,,,,,3.74104274719074,3.74104274719074,568.575,255.02,SH_L_NPK-N200-P100-K100_21_G
16,SHF2_1,leaves,1,200.0,100.0,100.0,0,0,1,Scolymus_hispanicus,2021,not applied,not applied,Greenhouse,6.121137506914181,21.67699835273818,15.73816155988866,45.95443256090353,10.50927001955546,275.7441761732092,7.56,3.94,3.47,,4.78,2.01,21.74,,,,,,,1.678,,0.0,,17.1505,2.408,0.4635,,2.046,0.6705,11.671,,62.983,0.927,0.927,0.927,,0.927,,,,,22.265,3.0785,74.654,1.244,,,1.244,1.52,1.72,0.43,1.04,,4.72,,,,,,,,,,,,,,,,,,,,,,0.640633952510962,,,,0.946010989795115,,1.644377721085435,,0.5015470975044807,,,,,3.732569760895993,3.732569760895993,574.5,223.91,SH_L_NPK-N200-P100-K100_21_G
17,SHF3_1,leaves,1,200.0,200.0,200.0,0,0,1,Scolymus_hispanicus,2021,not applied,not applied,Greenhouse,7.004219409282751,24.35587241653418,15.4890219560886,47.25759921731937,5.893287000775089,278.5498107874206,12.33289212770176,5.180112620461612,3.740438171703953,,6.944960140380582,3.480710613298036,31.65918754381718,,,,,,,1.7,,0.205,,15.559,2.482,0.357,,1.644,0.688,10.433,,64.232,0.878,0.878,0.878,,0.878,1.311,0.512,,,20.343,3.17,76.488,0.3,,,0.3,1.318,1.571,0.28,1.038,,4.207,,,,,,,,,,,,,,,,,,,,,,0.7832486377669629,,,,0.8132788576785938,,1.374097903110962,,0.5014276740699437,,,,,3.472053072626462,3.472053072626462,614.0669515669517,364.45,SH_L_NPK-N200-P200-K200_21_G
17,SHF3_1,leaves,1,200.0,200.0,200.0,0,0,1,Scolymus_hispanicus,2021,not applied,not applied,Greenhouse,6.679102035473422,25.05176868044515,15.66746602717866,46.60070795280271,6.000955304100053,277.524230163047,13.05171029149316,5.196217843658209,3.773572766430957,,6.989631591877289,3.525504537667439,32.51771889928314,,,,,,,1.678,,0.214,,15.621,2.514,0.382,,1.587,0.675,10.655,,64.01,0.828,0.828,0.828,,0.828,1.351,0.489,,,20.31,3.189,76.50500000000001,0.283,,,0.283,1.377,1.483,0.267,0.96,,4.087,,,,,,,,,,,,,,,,,,,,,,0.763552821294979,,,,0.7984863558028324,,1.40090585934457,,0.5020142544174344,,,,,3.464959290859817,3.464959290859817,658.5160818713451,378.92,SH_L_NPK-N200-P200-K200_21_G
17,SHF3_1,leaves,1,200.0,200.0,200.0,0,0,1,Scolymus_hispanicus,2021,not applied,not applied,Greenhouse,6.841660722378086,24.70382054848967,15.57824399163363,46.92915358506104,5.947121152437575,278.0370204752338,12.69,5.19,3.76,,6.97,3.5,32.09,,,,,,,1.689,,0.2095,,15.59,2.498,0.3695,,1.6155,0.6815,10.544,,64.12100000000001,0.853,0.853,0.853,,0.853,1.331,0.5005,,,20.3265,3.1795,76.49650000000001,0.2915,,,0.2915,1.35,1.53,0.27,0.999,,4.15,,,,,,,,,,,,,,,,,,,,,,0.7734007295309709,,,,0.8058826067407131,,1.387501881227766,,0.5017209642436891,,,,,3.468506181743139,3.468506181743139,612.9385964912282,340.75,SH_L_NPK-N200-P200-K200_21_G
18,SHF4_1,leaves,1,300.0,100.0,100.0,0,0,1,Scolymus_hispanicus,2021,not applied,not applied,Greenhouse,3.332338605391316,22.7292486231314,16.87275628240961,38.26004851715431,18.80560797191337,272.6505708630095,11.39225917431193,6.278809615716862,4.586658503065575,,6.271546939433884,1.172104093397533,29.68099759198083,,,,,,,2.053,,0.0,,16.567,2.562,0.36,,1.911,0.652,10.584,,62.451,1.31,1.31,1.31,,1.31,1.55,,,,22.201,3.214,74.585,0.277,,,0.277,1.51,1.098,0.359,1.064,,4.031,,,,,,,,,,,,,,,,,,,,,,0.5726472228127893,,,,0.7320094353896494,,1.336285295287126,,0.5050062206920419,,,,,3.145948174181606,3.145948174181606,543.7934027777778,453.67,SH_L_NPK-N300-P100-K100_21_G
18,SHF4_1,leaves,1,300.0,100.0,100.0,0,0,1,Scolymus_hispanicus,2021,not applied,not applied,Greenhouse,3.11511237237829,23.19658459094519,15.97774244833157,40.17314796176124,17.53741262658371,271.3182961450427,11.45770093737535,6.483989002903195,4.851152461582175,,6.523961672448746,1.185475824898244,30.48300440392783,,,,,,,2.1,,0.0,,16.123,2.61,0.38,,2.0,0.67,10.45,,62.9,1.27,1.27,1.27,,1.27,1.5,,,,21.873,3.28,74.85,0.288,,,0.288,1.419,1.129,0.378,0.984,,3.909,,,,,,,,,,,,,,,,,,,,,,0.5645013234121771,,,,0.7414029088596865,,1.337378640776699,,0.5068580314080163,,,,,3.150140904456579,3.150140904456579,548.1505847953217,500.5,SH_L_NPK-N300-P100-K100_21_G
18,SHF4_1,leaves,1,300.0,100.0,100.0,0,0,1,Scolymus_hispanicus,2021,not applied,not applied,Greenhouse,3.223725488884803,22.9629166070383,16.42524936537059,39.21659823945777,18.17151029924853,271.9844335040261,11.42,6.38,4.72,,6.4,1.18,30.08,,,,,,,2.0765,,0.0,,16.345,2.586,0.37,,1.9555,0.661,10.517,,62.6755,1.29,1.29,1.29,,1.29,1.525,,,,22.037,3.247,74.7175,0.283,,,0.283,1.46,1.11,0.37,1.02,,3.97,,,,,,,,,,,,,,,,,,,,,,0.5685742731124832,,,,0.7367061721246679,,1.336831968031912,,0.5059321260500291,,,,,3.148044539319093,3.148044539319093,562.050561797753,441.2,SH_L_NPK-N300-P100-K100_21_G
19,SHF5_1,leaves,1,300.0,200.0,200.0,0,0,1,Scolymus_hispanicus,2021,not applied,not applied,Greenhouse,7.333267593596791,22.70640462889066,17.03230953330673,45.54427683272156,7.383741411484266,277.448546169314,12.27713958624476,5.402681771374858,4.551711201995036,,6.488308894158789,1.57567173260176,30.27613562709303,,,,,,,1.503,,0.0,,16.613,2.173,0.406,,1.842,1.357,12.379,,61.785,0.832,0.832,0.832,,0.832,1.11,,,,21.196,3.53,75.274,0.43,,,0.43,1.019,1.202,0.279,0.771,,3.271,,,,,,,,,,,,,,,,,,,,,,0.5528835115855338,,,,0.6134146848456696,,1.164987997477729,,0.4947797911240686,,,,,2.826065985033001,2.826065985033001,1080.78431372549,221.83,SH_L_NPK-N300-P200-K200_21_G
19,SHF5_1,leaves,1,300.0,200.0,200.0,0,0,1,Scolymus_hispanicus,2021,not applied,not applied,Greenhouse,7.505111125766516,21.90284948371723,17.64940239043816,45.8120411699668,7.13059583011129,275.3038637271463,12.29398426582152,5.439074409952639,4.572891840174349,,6.496849028423346,1.603503626215254,30.3869294932064,,,,,,,1.481,,0.0,,16.21,2.19,0.43,,1.879,1.412,12.94,,61.42,0.86,0.86,0.86,,0.86,1.18,,,,20.86,3.602,75.54,0.449,,,0.449,1.042,1.131,0.285,0.766,,3.225,,,,,,,,,,,,,,,,,,,,,,0.5487250325941971,,,,0.620970514337685,,1.156609108430633,,0.4960751515327144,,,,,2.822379806895229,2.822379806895229,1118.787878787879,232.66,SH_L_NPK-N300-P200-K200_21_G
19,SHF5_1,leaves,1,300.0,200.0,200.0,0,0,1,Scolymus_hispanicus,2021,not applied,not applied,Greenhouse,7.419189359681654,22.30462705630395,17.34085596187244,45.67815900134418,7.257168620797778,276.3762049482301,12.29,5.42,4.56,,6.49,1.59,30.33,,,,,,,1.492,,0.0,,16.4115,2.1815,0.418,,1.8605,1.3845,12.6595,,61.6025,0.846,0.846,0.846,,0.846,1.145,,,,21.028,3.566,75.407,0.44,,,0.44,1.03,1.17,0.282,0.7685,,3.25,,,,,,,,,,,,,,,,,,,,,,0.5508042720898655,,,,0.6171925995916774,,1.160798552954181,,0.4954274713283915,,,,,2.824222895964115,2.824222895964115,1086.944444444445,212.65,SH_L_NPK-N300-P200-K200_21_G
